dataset,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,Features.Skew.StandardDeviation,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,attributes total,attributes categorical,attributes numerical
vertebral-column-2clases,-0.32626715,0.801467881,0.900231142,-0.922829715,0.541303974,-0.330083004,0.58669382,0.523851134,-0.758921673,-0.252361994,0.83808565,0.31798011,0.911029778,0.802598859,0.162854648,-0.652740682,0.164472593,0.50988712,0.726352324,0.353178063,0.524028061,0.762046195,-0.440657884,0.120875696,0.687291474,-0.057773543,-0.771635059,0.548097127,-0.875046663,0.895230911,-0.075692631,0.924135788,0.870855824,-0.31026633,-0.599235177,0.993368161,0.647385149,0.95159042,0.39596351,-0.765001865,0.210505277,-0.524894092,0.284205931,0.20452381,-0.899320081,0.053319174,0.597176501,-0.0046177,0.722798681,0.961677779,-0.680699816,0.246138113,-0.722660666,-0.631998755,0.601459711,0.369889016,-0.891307956,-0.418176777,-0.955439509,-0.652590299,0.171049541,0.907713596,0.937336137,0.04720704,-0.610679949,0.869747792,0.79311554,0.782791045,0.049575531,0.018474996,0.238196269,0.484752867,-0.347349496,-0.08350156,0.500437884,-0.243787175,-0.635598828,0.862752545,-0.069583272,-0.715657917,0.88660342,0.648826715,0.829247183,0.125250209,0.047914356,-0.61995125,0.85592342,0.844094133,0.730982263,0.040591863,-0.013508015,-0.3627253,0.201119418,-0.502443889,-0.868127309,-0.571646334,-0.571774792,-0.437649302,0.230761651,0.645759297,0.956027144,0.448388294,0.488759944,-0.167869994,0.595222727,0.064516129,0.193548387,0.258064516,0.387096774,0.258064516,0.129032258,0.258064516,0.064516129,0,0.322580645,0.322580645,0.258064516,0.387096774,0.193548387,0.129032258,0.516129032,0.258064516,0.322580645,0.64516129,1,1.353722393,1.065203053,0.759072115,0.118939038,0.321742719,-0.024006753,0.344130517,0.159606536,0.451626664,-0.064602123,0.5117071,5.834387047,12.95723108,-1.423809524,0.046082961,0.112879707,0.322580645,,310,0.022580645,0,0,1,2170,0,7,0,7
vertebral-column-3clases,0.049058745,0.448803182,0.826380075,-0.676802543,0.442018699,-0.156827698,0.062379688,0.419104631,-0.050822632,0.192596564,0.592264467,0.017780015,0.380656672,0.675654544,0.805916578,-0.389521154,-0.336401871,0.841335502,0.819082251,0.80419998,0.87758787,0.84908657,-0.557175442,0.726954697,0.938541005,0.598522175,-0.613699909,0.046175035,-0.602561218,0.990262585,0.457588506,0.829031868,0.915607471,0.721289625,-0.365637791,0.97276432,0.716759222,0.875520709,-0.181447128,-0.505383597,0.022796845,-0.487394224,-0.286209284,-0.00614932,-0.447230956,0.450603427,0.195259052,-0.395898658,0.111991414,0.937398238,-0.610092377,0.033001154,-0.428417428,-0.571936682,-0.325640518,-0.281529004,-0.654222242,-0.20236238,-0.684568499,-0.350172313,0.501927792,0.82009401,0.946813334,0.767038501,-0.347812566,0.972318151,0.74013499,0.839575178,-0.209838171,0.446083073,0.605103596,0.573030185,-0.671555113,0.38082868,0.857471273,0.193216634,-0.669822903,0.7627888,0.762086116,-0.394126397,0.723024738,0.708256216,0.80250017,-0.457285108,0.759318159,-0.36605423,0.91396717,0.782699004,0.6961919,-0.242922105,-0.252085025,0.641258992,0.652404658,0.620079575,-0.60059235,-0.266431809,-0.714965285,-0.153391159,0.593991043,0.636769289,0.815395247,-0.030997263,0.470752248,-0.616625466,-0.066322266,0,0,0.064516129,0.64516129,0.193548387,0.258064516,0.580645161,0.451612903,0.193548387,0.258064516,0.387096774,0.258064516,0,0.129032258,0.451612903,0.322580645,0.451612903,0.709677419,0.903225806,1,1.468488944,0.87834717,-0.548919069,0.210524619,0.306282339,0.25074999,0.342812518,0.360445087,0.390752541,0.537913528,0.369010273,5.877849086,12.93330039,-1.119575254,0.184331809,0.451518842,1.290322581,,310,0.022580645,0,0,1,2170,0,7,0,7
veteran,-0.950159329,0.935518677,0.994944281,-0.952161264,-0.806972405,-0.883530649,0.848226882,-0.82892115,-0.948789062,-0.592584602,0.925107879,-0.899809578,0.988711074,0.986019317,-0.852307987,-0.956283891,0.984583929,0.884391282,0.913805267,-0.7518431,0.912707255,0.997528463,0.579636587,-0.839509894,0.959593503,-0.925467937,-0.954374165,0.90118476,-0.901576219,-0.620567149,-0.874288493,0.961744741,-0.623517056,-0.848377953,-0.73690952,0.998124346,-0.766659703,0.97282981,0.87331057,-0.944286841,-0.835437662,-0.870288937,0.802376794,-0.864034467,-0.954910711,-0.54378845,0.888584466,-0.91371766,0.97192376,0.996841227,0.826100407,0.907127992,-0.813827887,0.85261955,0.986173074,0.654867964,-0.890946286,0.929123305,-0.948348747,-0.932714744,0.745007831,-0.48753499,0.937870302,0.885112018,0.459643255,-0.603834584,0.921487485,-0.744227568,-0.85070236,-0.829204196,0.757008215,0.894936259,0.654300989,-0.86669338,0.862065383,-0.889165407,-0.859083556,-0.489771363,-0.744945335,-0.736947372,0.967828917,-0.658700668,0.897999023,0.767774806,0.912621936,0.371238905,-0.604855161,0.934914809,-0.759581905,-0.883799195,0.574107053,-0.83590418,0.956510224,-0.923330004,-0.953615168,-0.738915221,0.586769501,-0.659902394,-0.503890518,-0.751627898,0.964239847,0.860055527,-0.861453809,-0.919006913,0.954410799,0.434782609,0.608695652,0.260869565,0.173913043,0.086956522,0.057971014,0,0,0,0,0,0,0,0.028985507,0.028985507,0.086956522,0.057971014,0.086956522,0.347826087,1,2.086997602,0.119777886,,0.222948209,0.317574599,,,-0.004933667,0.136466893,,,4.017739823,8.843410987,,19.04796663,25.02661283,,,137,0.058394161,0,0,1,1096,0,8,0,8
visualizing_livestock,-0.774861483,0.887636956,0.987674182,-0.906615456,-0.136139222,-0.639722426,-0.063157466,-0.111185562,-0.811612107,0.666359714,0.95900464,-0.256975134,0.983120576,0.952994023,-0.569591037,-0.798973703,0.798685957,0.49930787,0.675539122,0.278846174,0.477735745,0.947649165,-0.542506187,-0.671759699,0.697959522,-0.74747139,-0.804831751,0.836361841,-0.75189765,0.265262288,-0.486837909,0.22607976,0.246324188,-0.603751775,0.371508747,0.962257505,-0.147077906,0.91656777,0.770682818,-0.913308194,-0.206222201,-0.669186061,-0.128262306,-0.15584582,-0.827578843,0.689214751,0.919290096,-0.283106291,0.965513928,0.978002043,0.264738821,0.662689763,0.132114599,0.195896215,0.832911974,-0.65940077,-0.846154052,0.325085896,-0.872865417,-0.89246775,0.31335179,0.726029103,0.940305221,0.480195846,-0.449350674,0.053145494,0.368823257,-0.068392178,-0.265369732,0.013605388,0.256073811,0.578755645,-0.697801134,-0.579398758,0.487196977,-0.592638571,-0.749394313,0.659827972,0.377509956,-0.107243141,0.076970632,-0.012158015,-0.027705085,-0.086063229,0.470186689,-0.419906509,0.049568045,0.303579199,-0.060965012,-0.197810324,-0.539458755,-0.709599654,0.528918979,-0.798952414,-0.790715369,0.558725065,-0.185479242,0.608123062,0.750921041,-0.191253577,0.962312836,0.869717624,-0.226053226,-0.355770258,0.914727668,0.051282051,0.256410256,0.358974359,0.256410256,0.205128205,0.102564103,0,0.205128205,0.41025641,0.256410256,0.153846154,0.051282051,0.256410256,0.256410256,0.205128205,0.102564103,0.307692308,0.153846154,0.153846154,1,,,,,,,,,,,,,,,,,,,130,0.023076923,0,0,1,390,0,3,0,3
vote,-0.154791963,0.358915931,0.769787842,-0.774294603,0.179024567,-0.079733783,-0.064016441,0.104271633,-0.39574664,0.339949204,0.541746404,0.102387436,0.798464442,0.676642637,0.815000042,-0.60274384,0.517896778,0.911184431,0.783601419,0.912656634,0.93316806,0.871457649,-0.904008756,0.65859205,0.679070296,0.065119959,-0.728603569,-0.164884458,0.09050854,0.973362061,0.634631247,0.811454241,0.928659789,0.633495026,-0.648300464,0.944361563,0.650820513,0.502382442,-0.335316402,-0.927056154,-0.343806486,-0.494595622,-0.471211497,-0.392161368,-0.693141932,0.732246943,0.033269229,-0.428036538,0.630177493,0.957300038,0.258647464,0.361868882,0.413385208,0.31398967,0.609969228,-0.650810025,-0.10581618,0.347848131,-0.679921491,-0.887427022,0.724088838,0.884770083,0.973856901,0.756312868,-0.767183602,0.87161635,0.69567026,0.358440717,-0.506755349,0.594623212,0.683212759,0.595269197,-0.738592351,0.570738263,0.748279447,-0.023616493,-0.584362101,0.932017712,0.841716735,-0.816076977,0.640065004,0.527930403,0.242999219,-0.610752697,0.812130946,-0.781378773,0.785814303,0.625618113,0.32746705,-0.546522429,-0.788020551,0.407067846,0.363907749,-0.021190702,-0.786343194,-0.475572067,-0.697534778,0.168792613,0.837249581,0.644544622,0.577048617,-0.126015301,-0.040312921,-0.535718278,0.496622253,0.121212121,0.121212121,0.424242424,0.424242424,0.242424242,0.242424242,0.242424242,0,0.242424242,0.303030303,0.181818182,0.242424242,0.121212121,0.484848485,0.181818182,0.484848485,0.787878788,0.484848485,0.484848485,1,,,,,,,,,,,,,,,,,,,435,0.03908046,0,0,1,7395,0,17,0,17
wall-following,-0.527241136,0.896354017,0.935851761,-0.865015883,0.628045096,-0.482176251,0.823003541,0.315017395,-0.882907646,0.495101275,0.893405276,0.233261656,0.992015597,0.804366454,-0.212860706,-0.676282921,0.717081557,0.172999402,0.779358816,-0.420481848,0.495803322,0.75783908,-0.589795472,-0.199995079,0.637032562,-0.516806684,-0.750107728,0.759238611,-0.664519174,0.872753137,-0.206106459,0.839525624,0.602057582,-0.677178892,0.229035593,0.996878154,0.495598099,0.900895814,0.579016089,-0.916728389,0.457429568,-0.625529177,0.755008214,0.122461535,-0.912266562,0.642233833,0.753887759,0.040309823,0.932368867,0.925790206,-0.351781931,0.572754894,-0.66436395,-0.022916584,0.891303442,-0.583536761,-0.649665967,0.092937096,-0.871439104,-0.850386042,0.100593002,0.657383371,0.839019627,-0.309212526,-0.073655322,0.86281206,0.671058481,0.644855043,0.258094832,-0.458385205,0.237631097,0.552833059,-0.704383718,-0.185781737,0.515374741,-0.483455091,-0.728988228,0.327370353,-0.638725884,0.433622808,0.824411173,0.217044361,0.826887388,0.714956104,0.026044494,-0.280731047,0.596457356,0.71741029,0.332533822,-0.096952083,-0.518206896,-0.67996199,0.102483252,-0.87037833,-0.812557932,0.225746752,-0.177968161,0.480193501,0.809684747,0.518245226,0.893896372,0.570031686,0.23541423,-0.131093846,0.800373721,0,0.333333333,0.083333333,0.5,0.25,0.166666667,0,0.083333333,0.166666667,0.083333333,0.083333333,0.166666667,0.416666667,0.083333333,0.333333333,0.416666667,0.416666667,0.5,1,0.958333333,1.075622787,1.466921137,0.148890323,0.01585254,0.181500741,0.045939331,0.222830665,0.02149272,0.269048597,0.021084837,0.290043513,2.213625141,4.527329375,-1.432638538,0.044017545,0.215641307,1.100439883,,5456,0.004582111,0,0,1,136400,0,25,0,25
waveform-noise,0.150297781,0.978381118,0.970349197,-0.944652234,0.906953669,-0.337501841,0.945978565,0.935859953,-0.562765951,-0.256897207,0.973994043,0.614721078,0.994378849,0.875731905,0.306529537,-0.043226825,-0.241840901,0.514819405,0.724022351,0.291243983,0.447006589,0.521205927,-0.205048489,0.318812528,0.786485491,0.14940825,-0.259697881,0.906422416,-0.936110953,0.96634093,-0.186485437,0.953201667,0.97740784,-0.468652985,-0.355397104,0.999016549,0.742247966,0.976224682,0.773706435,-0.901750631,0.793708761,-0.495120109,0.882141773,0.84298779,-0.659136672,-0.153203946,0.899138406,0.438271755,0.96104605,0.960710649,-0.895507245,0.240762929,-0.969997713,-0.927215484,0.421539273,0.124582852,-0.925899996,-0.637109351,-0.946786117,-0.800636393,0.003887851,0.919244753,0.983020637,-0.293445033,-0.365065362,0.96912922,0.858181274,0.899757649,0.620700328,-0.199455138,-0.033894468,0.515799073,-0.366037292,-0.174690054,0.469079218,-0.331237191,-0.652460387,0.947926198,-0.377612444,-0.208960077,0.94189441,0.678936808,0.95829816,0.752484479,-0.354354987,-0.348871936,0.977247329,0.818801297,0.931036885,0.686461731,0.400316042,-0.463339367,-0.044946633,-0.551134186,-0.735262464,-0.368024742,-0.557247427,-0.261194388,-0.02525641,0.751273909,0.968765789,0.76516443,0.613318985,0.213248986,0.861611819,0.196721311,0.032786885,0,0.06557377,0.06557377,0.06557377,0.262295082,0.196721311,0.098360656,0.098360656,0,0.06557377,0.06557377,0.032786885,0.131147541,0.06557377,0.131147541,0.229508197,0.229508197,1,0.151342188,0.071063242,-0.014371458,0.05283088,0.328055655,0.087069177,0.313023075,-0.022703429,0.37170146,0.043226423,0.379781591,-0.404664911,0.336498307,-1.508524308,0.0458091,0.209923625,1.0078,,5000,0.0044,0,0,1,110000,0,22,0,22
waveform,0.128980074,0.925608994,0.956647051,-0.888812831,0.846609152,-0.353608026,0.871968132,0.843888416,-0.4447174,-0.01474439,0.927714661,0.488931728,0.98032381,0.845545778,0.418921454,-0.095451791,-0.256197236,0.587648735,0.723087704,0.416322108,0.57248591,0.565911277,-0.3557797,0.415827387,0.824524144,0.224211164,-0.298507108,0.804861251,-0.854576314,0.97219099,-0.098433916,0.94215583,0.965919542,-0.256132141,-0.249331602,0.998758583,0.728214828,0.96585159,0.634352339,-0.850768571,0.690392183,-0.521757454,0.748682494,0.686493165,-0.573730089,0.144727803,0.809427774,0.276798235,0.904844205,0.953038148,-0.83098251,0.239509499,-0.886347936,-0.830903367,0.248448931,-0.139046869,-0.846206291,-0.503548831,-0.89161807,-0.758526404,0.062811344,0.928340328,0.97840271,-0.105712852,-0.284898566,0.96933534,0.832104489,0.898023995,0.497892482,-0.129721529,0.076320467,0.444816695,-0.526652832,-0.094210113,0.560847592,-0.289492483,-0.653749872,0.949297652,-0.109269657,-0.134841228,0.928229368,0.644107786,0.929247042,0.580456346,-0.092479917,-0.297908721,0.959881787,0.812034524,0.900769862,0.486639733,0.128741318,-0.271701353,0.063791898,-0.358212462,-0.661701408,-0.252234503,-0.59973267,-0.092820967,0.309310311,0.731309993,0.962805952,0.641830707,0.558188484,0.056398982,0.767761233,0,0.290909091,0.036363636,0.072727273,0.181818182,0.036363636,0.109090909,0.327272727,0.181818182,0.218181818,0.145454545,0.109090909,0.145454545,0.036363636,0.254545455,0.218181818,0.181818182,0.181818182,0.363636364,1,0.116619719,0.034924984,0.013622473,0.193137734,0.330462985,0.19093254,0.352893793,-0.006924989,0.198776838,0.021295804,0.279386844,-0.229334409,0.326368619,-1.505878462,0.02420975,0.153115943,0.9926,,5000,0.0082,0,0,1,205000,0,41,0,41
white-clover,-0.91027858,0.92685109,0.993168944,-0.92654267,-0.706207506,-0.215605863,-0.215605863,-0.703006417,-0.93790619,-0.822497407,0.916885459,-0.890094148,0.967834338,0.979806741,-0.79748503,-0.91852276,0.961341742,0.770027941,-0.187590404,-0.187590404,0.834905984,0.98924008,0.852052034,-0.784394109,0.991354533,-0.852523217,-0.914495758,0.884351096,-0.885898069,-0.661539876,-0.21489843,-0.21489843,-0.480570796,-0.843539791,-0.910752535,0.995522069,-0.740380218,0.983669272,0.843151634,-0.911862558,-0.690679859,-0.214878741,-0.214878741,-0.747815631,-0.937114066,-0.777308279,0.871949614,-0.908139429,0.93843899,0.994251558,0.731278797,-0.119979006,-0.119979006,0.737729197,0.977281666,0.92240796,-0.873020023,0.929705498,-0.924089194,-0.888181676,-0.187586108,-0.187586108,0.604433859,0.774345295,0.71636322,-0.675109931,0.766600634,-0.667712496,-0.686743539,1,-0.187590404,-0.119979006,-0.187586108,-0.214876281,-0.18758396,-0.214868899,-0.214868899,-0.187590404,-0.119979006,-0.187586108,-0.214876281,-0.18758396,-0.214868899,-0.214868899,0.802295895,0.528375779,-0.454515265,0.881081886,-0.58021963,-0.78203117,0.87179159,-0.83156383,0.974497826,-0.893521768,-0.928186334,-0.907566875,0.79050967,-0.891069609,-0.732431783,-0.726837592,0.975002577,0.830720609,-0.806439793,-0.917097971,0.904593963,0.490566038,0.41509434,0.377358491,0.188679245,0.037735849,0.075471698,0,0.452830189,0.528301887,0,0,0,0,0,0,0.037735849,0.037735849,0.264150943,0.339622642,1,1.575674394,1.158433586,,0.154672881,0.309557754,,,0.083733209,0.306831726,,,4.241267715,9.704056876,,14.01584018,9.45173584,,,63,0.507936508,0,0,1,2016,0,32,0,32
wine-quality-white,-0.459748195,0.980022352,0.991526332,-0.975446402,0.87854348,-0.656083801,0.961853385,0.46849702,-0.938005268,0.081062728,0.973720438,0.309759453,0.998225087,0.9750323,-0.34067587,-0.52257692,0.381451949,-0.120319034,0.84801671,-0.299374598,0.436679776,0.5876274,0.116132072,-0.325215431,0.624776678,-0.455031194,-0.56196995,0.947716485,-0.963946374,0.943232624,-0.561477621,0.992422025,0.581402538,-0.874646383,0.000832779,0.999146735,0.408964583,0.977465274,0.914937681,-0.964874995,0.818259941,-0.699974577,0.924013647,0.38776142,-0.957111337,0.134078313,0.938200846,0.239409618,0.992006131,0.995389854,-0.880994923,0.535883837,-0.955517297,-0.4967844,0.913298677,-0.116071479,-0.957969785,-0.376636119,-0.97734181,-0.946879995,-0.369166709,0.947220518,0.693135578,-0.718240005,0.050392242,0.95008954,0.568972174,0.870613948,0.768219148,-0.524526833,0.165999372,0.692826038,-0.021682866,-0.548247717,0.377711691,-0.64974717,-0.725733187,0.612243108,-0.848361288,-0.022546389,0.991423967,0.432938465,0.961162733,0.887167602,-0.319422521,-0.056390227,0.591140878,0.900125317,0.468305918,0.324076492,-0.069480319,-0.860384924,-0.187449806,-0.938972068,-0.959396821,-0.005619392,0.151334115,0.076647696,0.178867561,0.416554562,0.970076803,0.903587238,0.312546706,0.184174615,0.976586309,0.317460317,0.095238095,0.031746032,0.063492063,0.126984127,0.063492063,0.126984127,0,0.063492063,0.126984127,0.095238095,0.158730159,0,0.158730159,0.158730159,0.126984127,0.095238095,0,0.126984127,1,0.438972493,0.330019499,0.106523678,0.062075138,0.311221825,-0.052350635,0.422412626,0.049751959,0.390527033,-0.158957955,0.558979097,-0.119284065,0.904799498,-1.31944038,0.067014533,0.241623998,0.938202247,,178,0.078651685,0,0,1,2492,0,14,0,14
wine,-0.944565467,0.969238443,0.994326448,-0.898981578,0.264543881,-0.834253362,0.857846314,0.345846514,-0.954512339,-0.685113966,0.964739571,-0.667995953,0.987765543,0.979432035,-0.885257024,-0.950764112,0.914661846,-0.154926225,0.843682897,-0.77983527,-0.219535951,0.970829267,0.664266356,-0.879535826,0.785667394,-0.917095125,-0.944753274,0.94929463,-0.834040755,0.324330319,-0.829807847,0.892663613,0.443332922,-0.904381478,-0.787231004,0.99837997,-0.561345362,0.99227648,0.921086179,-0.919105712,0.238653804,-0.80460686,0.840473373,0.296458068,-0.962573033,-0.65176508,0.944019401,-0.692539303,0.974940603,0.993080497,-0.131023281,0.664834749,-0.797014712,-0.140728085,0.955743648,0.579742578,-0.826179547,0.693023025,-0.867136943,-0.92953765,-0.280907692,0.238373781,0.770174593,-0.190046792,-0.102342418,0.322173981,0.227523147,0.306152639,0.205285348,-0.701757012,-0.414937695,0.767790827,0.650114765,-0.835755512,0.700066834,-0.833719646,-0.760302111,0.342773743,-0.804906911,-0.705037796,0.884916536,-0.503821308,0.883907135,0.822567131,-0.242860072,-0.273625712,0.451855653,0.144462073,0.400585029,0.244908848,0.669227812,-0.898130145,0.705502329,-0.933262191,-0.964039872,-0.790025632,0.488371606,-0.746529267,-0.612732123,-0.563075796,0.988240833,0.914480305,-0.609915782,-0.709165664,0.954798347,0.431372549,0.509803922,0.352941176,0.235294118,0.117647059,0.039215686,0,0.156862745,0.196078431,0,0,0.039215686,0.274509804,0.196078431,0.156862745,0.039215686,0.196078431,0.196078431,0.274509804,1,1.724443858,1.559540415,0.217597206,0.049662676,0.242387738,0.072952722,0.274723802,0.03076215,0.280309246,0.097521173,0.362034274,7.613508644,12.93242421,0.292031139,0.21966856,0.72855813,2.636022514,,1599,0.00750469,0,0,1,19188,0,12,0,12
wine_quality_red,-0.900580779,0.939487625,0.990747837,-0.982173801,0.285199476,-0.885793098,0.860853469,-0.161460398,-0.974520245,-0.256743879,0.943342813,-0.504789417,0.989701455,0.969509314,-0.742254173,-0.931236963,0.850238037,0.064924288,0.907099007,-0.639355948,0.489580362,0.94579413,0.230921411,-0.747897592,0.785663569,-0.852218985,-0.941280158,0.888090749,-0.95732847,0.532700028,-0.787635289,0.972156888,0.080916202,-0.855011261,-0.409518954,0.998834891,-0.324100817,0.974748162,0.834648166,-0.960370318,0.178821268,-0.895313394,0.793416775,-0.255009932,-0.989267419,-0.196851777,0.893541754,-0.567482245,0.964336365,0.993442975,-0.370615873,0.830334401,-0.893860269,0.105348457,0.947679637,0.300032889,-0.957332023,0.437488018,-0.989452119,-0.928206137,-0.100017502,0.614037879,0.748210215,-0.116140944,-0.098680325,0.519521796,0.456255049,0.391567714,0.089193832,-0.735506739,0.331989429,0.871736517,0.166099785,-0.78690123,0.658669877,-0.861128249,-0.890556653,0.153484548,-0.745950054,-0.432348081,0.96364905,-0.255035572,0.917022944,0.727853279,0.294964352,0.023240681,0.083919349,0.763777221,-0.079662635,-0.3244944,0.207522242,-0.863287767,0.584829973,-0.939882862,-0.987336699,-0.410442532,0.332043774,-0.307158674,-0.142298549,-0.324883586,0.974876727,0.841784069,-0.444565351,-0.607691274,0.93002775,0.488888889,0.266666667,0.177777778,0,0,0.088888889,0.133333333,0.044444444,0.133333333,0,0.133333333,0.088888889,0.088888889,0.088888889,0.044444444,0.044444444,0,0.133333333,0.266666667,1,1.225469387,1.204666697,0.155748681,0.041547482,0.219550299,0.065729905,0.282896685,0.029113954,0.26969212,0.033538302,0.35424099,6.487574348,10.05908089,0.215080116,0.239825748,0.795412134,2.877909351,,4898,0.00244998,0,0,1,58776,0,12,0,12
yeast,-0.859967936,0.962247354,0.99764842,-0.988930266,-0.535747298,-0.859820369,0.9447702,-0.707494406,-0.96857061,-0.248659749,0.945928982,-0.683025726,0.995576728,0.994563129,-0.805855274,-0.862951109,0.885083579,0.754891652,0.941763231,-0.800615253,0.894201442,0.945042668,0.469027268,-0.781326797,0.920756014,-0.854018478,-0.862349657,0.946676882,-0.947877816,-0.37423082,-0.852451854,0.975065313,-0.622188333,-0.908509928,-0.315693386,0.991946662,-0.640795727,0.974937684,0.937269939,-0.986595405,-0.56301841,-0.857174767,0.93196686,-0.719314461,-0.972639434,-0.240622705,0.926601878,-0.687867867,0.991205549,0.999225526,0.553830613,0.859908202,-0.933147651,0.741681752,0.980813489,0.25953653,-0.934494514,0.704428137,-0.981722079,-0.983961262,0.655784792,-0.357585179,0.800800799,0.663621311,0.360079094,-0.332303447,0.756930887,-0.506318787,-0.573269283,-0.853153328,0.791913071,0.902975593,0.582797895,-0.815146463,0.912296988,-0.87086369,-0.853218683,-0.609480112,-0.894771252,-0.331664942,0.958940242,-0.663038104,0.952723507,0.925300324,0.816956379,0.526468444,-0.604538142,0.868936249,-0.686907225,-0.723541997,0.301594238,-0.887621133,0.784402741,-0.959961124,-0.972804643,-0.287675487,0.68462263,-0.270003434,-0.234273957,-0.605702899,0.955444491,0.915895248,-0.679306416,-0.688499987,0.986592095,0.347826087,0.434782609,0.115942029,0.31884058,0.115942029,0,0.144927536,0.144927536,0,0,0,0,0.028985507,0.057971014,0.028985507,0.086956522,0.086956522,0.173913043,0.173913043,1,4.135834952,2.76122313,1.571955053,0.122505604,0.282680219,0.10456931,0.276666612,0.021086156,0.156965124,0.163442521,0.359146836,25.64685539,41.56798392,2.338917484,0.183812505,0.519900319,1.654312668,,1484,0.00606469,0,0,1,13356,0,9,0,9
